    0.135951519298921353E+01    0.119729255615698577E+03    0.454983408953076651E+01   -0.343699111938476562E+02
    0.656072199344635010E+00    0.620118176937103271E+02    0.486618052721023542E+01   -0.337110862731933594E+02
    0.909905908823523735E+00    0.124955064245453372E+03    0.462142984800846968E+01   -0.320278244018554688E+02
    0.273081529842020776E+00    0.610887587180499736E+02    0.506973866905850823E+01   -0.312126903533935547E+02
    0.226842068247308637E+01    0.100588108182442056E+03    0.409208746204265417E+01   -0.308960418701171875E+02
    0.218646204935796273E+01    0.701911374169153390E+02    0.426057658302420084E+01   -0.308068103790283203E+02
    0.228023692965507507E+01    0.126094350814819336E+03    0.421344237327575666E+01   -0.306131515502929688E+02
    0.160168912308550926E+01    0.105110083363822199E+03    0.430429745913369999E+01   -0.303606376647949219E+02
    0.152992806289820948E+01    0.114261699114068662E+03    0.429283339520079199E+01   -0.303271598815917969E+02
    0.171091269420797421E+01    0.110085847683233482E+03    0.441499586248564047E+01   -0.303101158142089844E+02
    0.692525745866531817E+00    0.123274022709311737E+03    0.475124261583763641E+01   -0.302772350311279297E+02
    0.111248433589935303E+01    0.790268099308013916E+02    0.449665387868881172E+01   -0.299317798614501953E+02
    0.185879849473781888E+01    0.114253304602657465E+03    0.425108345879221705E+01   -0.298990879058837891E+02
    0.281639921426368844E+00    0.137624611262591088E+03    0.515862653557265194E+01   -0.298946514129638672E+02
    0.104025045942811634E+01    0.741607196658490722E+02    0.449326997609130441E+01   -0.298643150329589844E+02
    0.187306257590528102E+01    0.102109249940303471E+03    0.433075818160582493E+01   -0.298191814422607422E+02
    0.180463579581054656E+01    0.102439968900298211E+03    0.432530671635042463E+01   -0.298105087280273438E+02
    0.383791208089531932E+00    0.797755830587624786E+02    0.504712272464803213E+01   -0.297570953369140625E+02
    0.136961370247569469E+01    0.113022696493758843E+03    0.440009834300137470E+01   -0.297369194030761719E+02
    0.766718683920516897E+00    0.913033473601957439E+02    0.479100503387102528E+01   -0.296596889495849609E+02
    0.241223886609077454E+01    0.111801520586013794E+03    0.417122528553008998E+01   -0.296242980957031250E+02
    0.217010294166215578E+01    0.105224518387697600E+03    0.429573065558108080E+01   -0.295982818603515625E+02
    0.201149346854572775E+01    0.946077334065114002E+02    0.427209321718939616E+01   -0.295685882568359375E+02
    0.193174445972614661E+01    0.112168056198242567E+03    0.420607935311159142E+01   -0.294083957672119141E+02
    0.189119967524604915E+01    0.976594634356098226E+02    0.422915943860595700E+01   -0.293586292266845703E+02
    0.827566603436666770E+00    0.995158600506422033E+02    0.469952558612241944E+01   -0.293205585479736328E+02
    0.157994583837490099E+00    0.134213751785286036E+03    0.517640402380109599E+01   -0.293153343200683594E+02
    0.212937054872601550E+01    0.959507573705088674E+02    0.422507169323358767E+01   -0.292809600830078125E+02
    0.247351944444749439E+01    0.109808829334004912E+03    0.418398933437996234E+01   -0.291761074066162109E+02
    0.513780410265783805E+00    0.130247112322221255E+03    0.488215714978099058E+01   -0.291718654632568359E+02
    0.771099420305411343E+00    0.874634879497978233E+02    0.470195882543308130E+01   -0.291338653564453125E+02
    0.204893118337568136E+01    0.988379875873389153E+02    0.416362801793955040E+01   -0.291331195831298828E+02
    0.567265042838895006E+00    0.770933805786120558E+02    0.487050062564732578E+01   -0.290558815002441406E+02
    0.133279310181235755E+01    0.114900321211839753E+03    0.447270068629637230E+01   -0.290454998016357422E+02
    0.204996096596162847E+01    0.105242921569585889E+03    0.420635353553438218E+01   -0.289747123718261719E+02
    0.320535950740866438E+00    0.743812986941943990E+02    0.503529181037444395E+01   -0.288937110900878906E+02
    0.190280195103108785E+01    0.109621060663901147E+03    0.424886752654711497E+01   -0.288840789794921875E+02
    0.207469204763407733E+01    0.892626262343325152E+02    0.424255336701525554E+01   -0.288695182800292969E+02
    0.795986339049232883E+00    0.631368414568669465E+02    0.467121923606764433E+01   -0.288590774536132812E+02
    0.368310562715822298E+00    0.122287331585494258E+03    0.504894894006129480E+01   -0.287965202331542969E+02
    0.216089240359610635E+01    0.915308313558283970E+02    0.418907502769589080E+01   -0.287817058563232422E+02
    0.366099177461333913E+00    0.130108542883968596E+03    0.507707073297643152E+01   -0.287645282745361328E+02
    0.201215281461794593E+01    0.924959177476133476E+02    0.420329795979802867E+01   -0.287556915283203125E+02
    0.460282461175233748E+00    0.116339716162398247E+03    0.490580482528806261E+01   -0.286410121917724609E+02
    0.393723897003625201E+00    0.945814765755027906E+02    0.505367939805627486E+01   -0.286085491180419922E+02
    0.216134910574806854E+00    0.936731248517625659E+02    0.513289356937891217E+01   -0.285584678649902344E+02
    0.183350250124931335E+01    0.885059332847595215E+02    0.424887492656707710E+01   -0.285538349151611328E+02
    0.126564428514925620E+01    0.882947685748889910E+02    0.448809944733580668E+01   -0.285141010284423828E+02
    0.575064688152069903E+00    0.744990849978426581E+02    0.487483174741143976E+01   -0.285087566375732422E+02
    0.643257294048272699E+00    0.103528325862205747E+03    0.484895234338533410E+01   -0.285041236877441406E+02
    0.142637974227462849E+01    0.994902383560584838E+02    0.447200104417619659E+01   -0.285012588500976562E+02
    0.387401919316329169E+00    0.768534795999485425E+02    0.500422562757466061E+01   -0.284964351654052734E+02
    0.241294801235198975E+00    0.897663688659667969E+02    0.516118035316467250E+01   -0.284425220489501953E+02
    0.403933228801550359E+00    0.758874101905461629E+02    0.496726480926689806E+01   -0.284384422302246094E+02
    0.552949418300496487E+00    0.130442234586156445E+03    0.493451126295190701E+01   -0.284276466369628906E+02
    0.142521798610687256E+01    0.777356600761413574E+02    0.443156285285949636E+01   -0.284255237579345703E+02
    0.305430185331848458E+00    0.115201852889296191E+03    0.511624469297266771E+01   -0.284232254028320312E+02
    0.126294563558909534E+01    0.901385681991737329E+02    0.446571597327262726E+01   -0.284050083160400391E+02
    0.481957709865315498E+00    0.100908473446976387E+03    0.499201661029674604E+01   -0.283988094329833984E+02
