# mono(%)  quad(%)
#redshift_space:
0.24993829316222482 -0.46180887057688375
-0.3632525600512351 -2.2875920063412525
0.1742670228404485 0.7714098768530551
0.8525638407965712 3.4527790039304653
1.2884065192057477 0.9713301866760702
-0.194369353015708 -1.8791021302646804
0.10471414375356052 -1.981165692009472
0.3464575856239776 1.2633408251569656
-0.17484126309557604 -3.6488396365895905
0.34762874582878855 -4.242470396574896
-0.6774102639111317 1.0744033008022447
0.52098408448541 0.42135452643117255
-0.6143276661172221 -2.049834364859754
-0.5523475548795792 -1.1264371060631162
-0.18520622422977917 -1.105251866327617
-0.4896042117958542 -1.8245799094713164
-0.1971103876795869 -0.2795199454993634
-0.4458583182746132 -0.8789797495653751
0.6006286814784867 -1.2258151687319823
0.4214146207023413 2.719862262825291
# mono(%)  quad(%)
#real_space:
-0.007101439586281621 -9.455652901442772
-0.2874967601813683 71.66741132554591
0.27546667022538346 6.478997439474086
0.3987051061967367 19.55794629491661
0.8939524014523548 105.53208355839911
-0.6714840610230158 30.58840121666413
-0.2363210736019732 11.239427758403018
0.7836619650713148 -144.98394768488515
0.18621407735083276 -538.0714762906662
0.3179946646713618 -126.69351917217793
0.4142553344705987 -15.593200095715073
0.09729396651174643 128.537651070135
0.1596829568532769 26.584282190415255
-0.5210271548702979 49.104712564812985
-1.0854201732910502 -52.28090612027725
-0.30909477205686253 -106.01309424921905
-0.3552073867066896 -0.8341508837045956
0.5001502351985424 54.98464266036076
0.7436460569003343 -21.55709254874263
1.4180621141280274 132.7985540342534
