# the best-fit parameters: sigma 0.2354,Vsmear 108.477 km/s, Vceil 5.14248 (mean Vceil:529.199km/s)
# its chi2: 48.2389
2.632261511800674025e+00 8.272174716314786291e-01 1.373185168983447557e+00
2.016734883589367477e+00 3.533102857222710780e-01 8.801826181458409781e-01
1.595389146692106852e+00 1.016434050687773372e-01 5.874639988135010871e-01
1.288950563204495969e+00 -6.242848373761380326e-02 3.826296961607811298e-01
1.053669291921770945e+00 -1.373086523506642231e-01 2.511934382261894472e-01
8.852378178269610931e-01 -1.948095286617544386e-01 1.997873261578265724e-01
7.440420130102719520e-01 -1.837136627223669993e-01 1.242225161031287051e-01
6.395055690327801079e-01 -1.897769739887645302e-01 1.022453278914165764e-01
5.524566377322456256e-01 -1.910411770091805239e-01 6.654936373300499031e-02
4.793374324570641720e-01 -1.735122538726754926e-01 4.295439817913349750e-02
4.187185971985729616e-01 -1.776472547858956308e-01 4.861893345583005732e-02
3.692996339009713691e-01 -1.720762804398441315e-01 1.276958421531965669e-02
3.321713107534729481e-01 -1.504180890281012484e-01 1.004166098102946339e-02
2.990132756687366444e-01 -1.463235382454110001e-01 2.353377257758355878e-02
2.659242462535316709e-01 -1.474299114835284363e-01 1.654911813360458381e-02
2.376744366675549447e-01 -1.368831103224170676e-01 1.181522276348822773e-02
2.145559421604088524e-01 -1.261723048960681492e-01 1.590262358661513956e-02
1.949962980612926500e-01 -1.220795012781551447e-01 9.309546582846776192e-03
1.771423659960169317e-01 -1.164964467986141089e-01 1.123991484506010538e-02
1.615652504641539866e-01 -1.058731463852999044e-01 1.042914684770086635e-02
