   0.933530926704406738E-001   0.717338120937347412E+002   0.414139306545257568E+001  -0.150321520996093750E+004  -0.460515351937698814E+001    1
   0.114799141883850098E+000   0.131674847602844238E+003   0.415468776226043701E+001  -0.132946655273437500E+004  -0.461515351937698259E+001    1
   0.247508928179740906E+001   0.790878331661224365E+002   0.588609361648559570E+001  -0.110118969726562500E+004  -0.462515351937698149E+001    1
   0.133071720600128174E+001   0.780367529392242432E+002   0.594586563110351562E+001  -0.105198864746093750E+004  -0.463515351937698661E+001    1
   0.184751033782958984E+001   0.640367066860198975E+002   0.585707652568817139E+001  -0.103032006835937500E+004  -0.464515351937698728E+001    1
   0.162547662854194641E+001   0.124896035194396973E+003   0.586698222160339355E+001  -0.102291265869140625E+004  -0.465515351937698174E+001    1
   0.159121736884117126E+001   0.150301030874252319E+003   0.586177980899810791E+001  -0.101991448974609375E+004  -0.466515351937698153E+001    1
   0.182539761066436768E+001   0.151954678297042847E+003   0.583466351032257080E+001  -0.101594293212890625E+004  -0.467515351937698398E+001    1
   0.204030573368072510E+000   0.866663074493408203E+002   0.422774732112884521E+001  -0.996258728027343750E+003  -0.468515351937698377E+001    1
   0.116732448339462280E+001   0.143901304006576538E+003   0.589438498020172119E+001  -0.974342834472656250E+003  -0.469515351937698444E+001    1
   0.225446522235870361E+001   0.104013649225234985E+003   0.573579406738281250E+001  -0.961452819824218750E+003  -0.470515351937698423E+001    1
   0.223455637693405151E+001   0.908320522308349609E+002   0.573599290847778320E+001  -0.959796569824218750E+003  -0.471515351937698135E+001    1
   0.136816903948783875E+001   0.670023715496063232E+002   0.579440784454345703E+001  -0.925030761718750000E+003  -0.472515351937698025E+001    1
   0.909163057804107666E-001   0.122590181827545166E+003   0.437060487270355225E+001  -0.924007263183593750E+003  -0.473515351937698448E+001    1
   0.192803308367729187E+001   0.108219317197799683E+003   0.569312608242034912E+001  -0.896258911132812500E+003  -0.474515351937698782E+001    1
   0.206906050443649292E+001   0.103982553482055664E+003   0.566152250766754150E+001  -0.884703857421875000E+003  -0.475515351937698494E+001    1
   0.168352410197257996E+001   0.899920320510864258E+002   0.570961356163024902E+001  -0.880915039062500000E+003  -0.476515351937698117E+001    1
   0.154999509453773499E+001   0.874175286293029785E+002   0.571010816097259521E+001  -0.868681701660156250E+003  -0.477515351937698451E+001    1
   0.217521160840988159E+001   0.111653742790222168E+003   0.561849057674407959E+001  -0.861621582031250000E+003  -0.478515351937698341E+001    1
   0.197632461786270142E+001   0.127027902603149414E+003   0.563170671463012695E+001  -0.861588073730468750E+003  -0.479515351937697876E+001    1
   0.208751574158668518E+001   0.795732533931732178E+002   0.563269972801208496E+001  -0.861002441406250000E+003  -0.480515351937698032E+001    1
   0.212690234184265137E+000   0.116768053770065308E+003   0.427720582485198975E+001  -0.855120422363281250E+003  -0.481515351937698277E+001    1
   0.231464505195617676E+001   0.870893573760986328E+002   0.556538140773773193E+001  -0.820391967773437500E+003  -0.482515351937698345E+001    1
   0.204740613698959351E+001   0.149389467239379883E+003   0.557574963569641113E+001  -0.816608093261718750E+003  -0.483515351937698323E+001    1
   0.708814263343811035E+000   0.889001047611236572E+002   0.584407436847686768E+001  -0.802523864746093750E+003  -0.484515351937698480E+001    1
   0.212767124176025391E+001   0.682768380641937256E+002   0.555523896217346191E+001  -0.798015014648437500E+003  -0.485515351937698814E+001    1
   0.183229893445968628E+000   0.101980367898941040E+003   0.437937104701995850E+001  -0.768197998046875000E+003  -0.486515351937698437E+001    1
