    0.120808444023132333E+01    0.128970298767089844E+03    0.457926917076110840E+01   -0.326356506347656250E+02
    0.120318973064422607E+01    0.125122205018997192E+03    0.443599269390106166E+01   -0.323234672546386719E+02
    0.419741797447204634E+00    0.750825738906860352E+02    0.488744144439697248E+01   -0.314963912963867188E+02
    0.134992533556071570E+01    0.684082359284766568E+02    0.448822851178369575E+01   -0.311507015228271484E+02
    0.124095266982401342E+01    0.690388726258642293E+02    0.452575265884588340E+01   -0.310027618408203125E+02
    0.997863010646728332E+00    0.115328569446657127E+03    0.454850248710728877E+01   -0.307970123291015625E+02
    0.114024709639551425E+01    0.701246286908070005E+02    0.454445834799287773E+01   -0.307806968688964844E+02
    0.442809456297509119E+00    0.141142246085968139E+03    0.495468774040923421E+01   -0.307752914428710938E+02
    0.418846076079121277E+00    0.115965586044426857E+03    0.505004596054421917E+01   -0.306762142181396484E+02
    0.147525647825549178E+01    0.755859696254896392E+02    0.430322117789694936E+01   -0.305817451477050781E+02
    0.197455831990261932E+01    0.108648121277397507E+03    0.425630907302180805E+01   -0.305687961578369141E+02
    0.804991902399059933E+00    0.114049237591344365E+03    0.476584909278108793E+01   -0.305543460845947266E+02
    0.105296349525451660E+01    0.110237822532653809E+03    0.455929641723632795E+01   -0.305412731170654297E+02
    0.169661742145909211E+01    0.909930290494667702E+02    0.439557666128028934E+01   -0.302337055206298828E+02
    0.102163069469337175E+01    0.104850197435465077E+03    0.464415545068266944E+01   -0.302221088409423828E+02
    0.139870307757305756E+01    0.668860235361159994E+02    0.442837483904736473E+01   -0.302086315155029297E+02
    0.149034595489501953E+01    0.820612466335296631E+02    0.431290901899337786E+01   -0.301042442321777344E+02
    0.350024793399068224E+00    0.819121580461255832E+02    0.510215878598626738E+01   -0.300638504028320312E+02
    0.193841511032040015E+01    0.710296891866149593E+02    0.421298480537949072E+01   -0.298890552520751953E+02
    0.940559637406742199E+00    0.948296135815811283E+02    0.464445321059716854E+01   -0.297937259674072266E+02
    0.771065959211034713E+00    0.127024506961812705E+03    0.475278909396216864E+01   -0.297622928619384766E+02
    0.561153705039999506E+00    0.604287954307327553E+02    0.488803685096727847E+01   -0.296332263946533203E+02
    0.804685902095025662E+00    0.805239076397787130E+02    0.470220964026312416E+01   -0.295839900970458984E+02
    0.976642920913906920E+00    0.118878088535087713E+03    0.459805190743535519E+01   -0.295799713134765625E+02
    0.860937714576721191E+00    0.705621218681335449E+02    0.463584172725677490E+01   -0.294974842071533203E+02
    0.872708971316169979E+00    0.107135524387192746E+03    0.460582549119009155E+01   -0.294499607086181641E+02
    0.185715715075911247E+01    0.800454597574265563E+02    0.429913313919013085E+01   -0.294170417785644531E+02
    0.148140684665753586E+01    0.926428559731054975E+02    0.438951789030905104E+01   -0.294039726257324219E+02
    0.129629187447179395E+01    0.903102890826452551E+02    0.444184927340033209E+01   -0.293323459625244141E+02
    0.127094153246159713E+01    0.104482689731307431E+03    0.446870998276662945E+01   -0.293289871215820312E+02
    0.415041568699091201E+00    0.129078131987603967E+03    0.504552869165151563E+01   -0.293124675750732422E+02
    0.197236316204071049E+01    0.829017913341522217E+02    0.426208642721176112E+01   -0.292538070678710938E+02
    0.988868463039398238E+00    0.113892010450363159E+03    0.452616089582443237E+01   -0.292374820709228516E+02
    0.481634749502884818E+00    0.103325426460834791E+03    0.498674077401601945E+01   -0.291516132354736328E+02
    0.193861732482910165E+01    0.778746998310089111E+02    0.419533239603042585E+01   -0.291231422424316406E+02
    0.190368548502769785E+01    0.817867323118089047E+02    0.428516190564523303E+01   -0.291028347015380859E+02
    0.167083111464057255E+01    0.109828805005291855E+03    0.425250594709409402E+01   -0.290957088470458984E+02
    0.722467790599491400E+00    0.715204505797323975E+02    0.473745915635076464E+01   -0.290650711059570312E+02
    0.175558551770511784E+01    0.889993199603318033E+02    0.429375732767699780E+01   -0.290637073516845703E+02
    0.194790957634481599E+01    0.873400247651753432E+02    0.420978248117056797E+01   -0.289141750335693359E+02
    0.798112445416677030E+00    0.786549572752397665E+02    0.469797675505374279E+01   -0.288672599792480469E+02
