# python chi2 = 28.982
#  xi0 x12 xi0err xi2err
2.982123980619097114e+00 1.069534594317224085e+00 5.914318825045165179e-02 1.587590850387753105e-01
2.067857944772897305e+00 3.694301959742984920e-01 3.540792942784710962e-02 8.310345563305782113e-02
1.405589449232191201e+00 -1.762271157819762096e-02 2.220199572764548768e-02 4.900259274277368737e-02
9.357493740827013129e-01 -1.834305807810588940e-01 1.729221153347558840e-02 2.756577157165082670e-02
6.089275048648621347e-01 -2.047788261235246321e-01 1.216078544185599658e-02 2.281769268487184726e-02
3.901266796094515765e-01 -1.705725900286016727e-01 6.109879569192404498e-03 1.433194573941050723e-02
2.452518160833445371e-01 -1.422084201282186322e-01 3.794853506833157850e-03 1.129981875921482783e-02
1.467154699622727765e-01 -1.015460600649343986e-01 2.686049319788850597e-03 8.045907723361210920e-03
