# bins UNIT SHAM
7.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.250000000000000000e+01 1.691300000000000000e+05 0.000000000000000000e+00
3.750000000000000000e+01 2.565771000000000000e+06 0.000000000000000000e+00
5.250000000000000000e+01 1.831855100000000000e+07 0.000000000000000000e+00
6.750000000000000000e+01 3.937670000000000000e+07 0.000000000000000000e+00
8.250000000000000000e+01 3.951741000000000000e+07 0.000000000000000000e+00
9.750000000000000000e+01 2.764654600000000000e+07 0.000000000000000000e+00
1.125000000000000000e+02 1.733762500000000000e+07 0.000000000000000000e+00
1.275000000000000000e+02 1.063069300000000000e+07 0.000000000000000000e+00
1.425000000000000000e+02 6.651984000000000000e+06 0.000000000000000000e+00
1.575000000000000000e+02 4.306285000000000000e+06 0.000000000000000000e+00
1.725000000000000000e+02 2.907465000000000000e+06 0.000000000000000000e+00
1.875000000000000000e+02 2.020366000000000000e+06 0.000000000000000000e+00
2.025000000000000000e+02 1.448318000000000000e+06 1.000000000000000056e-01
2.175000000000000000e+02 1.061799000000000000e+06 5.333333333333333259e-01
2.325000000000000000e+02 7.955470000000000000e+05 4.866666666666666252e+00
2.475000000000000000e+02 6.060500000000000000e+05 2.276666666666666572e+01
2.625000000000000000e+02 4.685900000000000000e+05 8.909999999999999432e+01
2.775000000000000000e+02 3.680360000000000000e+05 2.277666666666666799e+02
2.925000000000000000e+02 2.919630000000000000e+05 4.925333333333333599e+02
3.075000000000000000e+02 2.349830000000000000e+05 9.052000000000000455e+02
3.225000000000000000e+02 1.899630000000000000e+05 1.423000000000000000e+03
3.375000000000000000e+02 1.546080000000000000e+05 2.017866666666666561e+03
3.525000000000000000e+02 1.279510000000000000e+05 2.627466666666666697e+03
3.675000000000000000e+02 1.053750000000000000e+05 3.147966666666666697e+03
3.825000000000000000e+02 8.733000000000000000e+04 3.546533333333333303e+03
3.975000000000000000e+02 7.329100000000000000e+04 3.826833333333333485e+03
4.125000000000000000e+02 6.180500000000000000e+04 3.978566666666666606e+03
4.275000000000000000e+02 5.263600000000000000e+04 4.027766666666666879e+03
4.425000000000000000e+02 4.454600000000000000e+04 3.873966666666666697e+03
4.575000000000000000e+02 3.788800000000000000e+04 3.681833333333333485e+03
4.725000000000000000e+02 3.260500000000000000e+04 3.441566666666666606e+03
4.875000000000000000e+02 2.798700000000000000e+04 3.157533333333333303e+03
5.025000000000000000e+02 2.402100000000000000e+04 2.842933333333333394e+03
5.175000000000000000e+02 2.073700000000000000e+04 2.545199999999999818e+03
5.325000000000000000e+02 1.796500000000000000e+04 2.244099999999999909e+03
5.475000000000000000e+02 1.532600000000000000e+04 1.935599999999999909e+03
5.625000000000000000e+02 1.368000000000000000e+04 1.743400000000000091e+03
5.775000000000000000e+02 1.185400000000000000e+04 1.495500000000000000e+03
5.925000000000000000e+02 1.019400000000000000e+04 1.265333333333333258e+03
6.075000000000000000e+02 8.868000000000000000e+03 1.094200000000000045e+03
6.225000000000000000e+02 7.831000000000000000e+03 9.549666666666666970e+02
6.375000000000000000e+02 6.842000000000000000e+03 8.179333333333332803e+02
6.525000000000000000e+02 6.085000000000000000e+03 7.271000000000000227e+02
6.675000000000000000e+02 5.409000000000000000e+03 6.335000000000000000e+02
6.825000000000000000e+02 4.665000000000000000e+03 5.377000000000000455e+02
6.975000000000000000e+02 4.211000000000000000e+03 4.808000000000000114e+02
7.125000000000000000e+02 3.739000000000000000e+03 4.101333333333333258e+02
7.275000000000000000e+02 3.325000000000000000e+03 3.653666666666666742e+02
7.425000000000000000e+02 2.932000000000000000e+03 3.041666666666666856e+02
7.575000000000000000e+02 2.508000000000000000e+03 2.520999999999999943e+02
7.725000000000000000e+02 2.253000000000000000e+03 2.190333333333333314e+02
7.875000000000000000e+02 2.012000000000000000e+03 1.888000000000000114e+02
8.025000000000000000e+02 1.771000000000000000e+03 1.590333333333333314e+02
8.175000000000000000e+02 1.595000000000000000e+03 1.357333333333333201e+02
8.325000000000000000e+02 1.375000000000000000e+03 1.105666666666666629e+02
8.475000000000000000e+02 1.261000000000000000e+03 1.020999999999999943e+02
8.625000000000000000e+02 1.121000000000000000e+03 8.490000000000000568e+01
8.775000000000000000e+02 1.012000000000000000e+03 7.509999999999999432e+01
8.925000000000000000e+02 8.010000000000000000e+02 5.383333333333333570e+01
9.075000000000000000e+02 7.710000000000000000e+02 4.946666666666666856e+01
9.225000000000000000e+02 7.620000000000000000e+02 4.796666666666666856e+01
9.375000000000000000e+02 6.300000000000000000e+02 3.726666666666666572e+01
9.525000000000000000e+02 5.470000000000000000e+02 3.060000000000000142e+01
9.675000000000000000e+02 5.220000000000000000e+02 2.673333333333333428e+01
9.825000000000000000e+02 4.400000000000000000e+02 2.213333333333333286e+01
9.975000000000000000e+02 3.900000000000000000e+02 1.750000000000000000e+01
1.012500000000000000e+03 3.310000000000000000e+02 1.426666666666666750e+01
1.027500000000000000e+03 3.040000000000000000e+02 1.306666666666666643e+01
1.042500000000000000e+03 2.850000000000000000e+02 1.200000000000000000e+01
1.057500000000000000e+03 2.600000000000000000e+02 9.133333333333332860e+00
1.072500000000000000e+03 2.150000000000000000e+02 8.133333333333332860e+00
1.087500000000000000e+03 1.840000000000000000e+02 5.466666666666666785e+00
1.102500000000000000e+03 1.690000000000000000e+02 4.500000000000000000e+00
1.117500000000000000e+03 1.510000000000000000e+02 4.099999999999999645e+00
1.132500000000000000e+03 1.340000000000000000e+02 2.666666666666666519e+00
1.147500000000000000e+03 1.330000000000000000e+02 3.500000000000000000e+00
1.162500000000000000e+03 1.210000000000000000e+02 3.500000000000000000e+00
1.177500000000000000e+03 1.070000000000000000e+02 2.799999999999999822e+00
1.192500000000000000e+03 9.100000000000000000e+01 1.833333333333333259e+00
1.207500000000000000e+03 8.000000000000000000e+01 1.600000000000000089e+00
1.222500000000000000e+03 8.000000000000000000e+01 2.000000000000000000e+00
1.237500000000000000e+03 8.000000000000000000e+01 1.233333333333333393e+00
1.252500000000000000e+03 5.700000000000000000e+01 6.666666666666666297e-01
1.267500000000000000e+03 3.900000000000000000e+01 6.666666666666666297e-01
1.282500000000000000e+03 4.000000000000000000e+01 4.333333333333333481e-01
1.297500000000000000e+03 4.700000000000000000e+01 5.000000000000000000e-01
1.312500000000000000e+03 4.400000000000000000e+01 3.333333333333333148e-01
1.327500000000000000e+03 4.500000000000000000e+01 7.666666666666667185e-01
1.342500000000000000e+03 1.900000000000000000e+01 2.666666666666666630e-01
1.357500000000000000e+03 2.500000000000000000e+01 2.333333333333333370e-01
1.372500000000000000e+03 2.800000000000000000e+01 3.666666666666666408e-01
1.387500000000000000e+03 2.100000000000000000e+01 2.999999999999999889e-01
1.402500000000000000e+03 1.700000000000000000e+01 1.000000000000000056e-01
1.417500000000000000e+03 1.500000000000000000e+01 2.333333333333333370e-01
1.432500000000000000e+03 1.500000000000000000e+01 1.333333333333333315e-01
1.447500000000000000e+03 1.000000000000000000e+01 1.333333333333333315e-01
1.462500000000000000e+03 1.500000000000000000e+01 2.000000000000000111e-01
1.477500000000000000e+03 1.100000000000000000e+01 3.333333333333333287e-02
1.492500000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
inf 1.779105000000000000e+08 6.260000000000000000e+04
