0.8912509381337457	1.1220184543019638	1.0000000000000002
1.1220184543019638	1.412537544622755	1.2589254117941677
1.412537544622755	1.7782794100389232	1.5848931924611138
1.7782794100389232	2.2387211385683408	1.9952623149688802
2.2387211385683408	2.818382931264454	2.5118864315095815
2.818382931264454	3.548133892335756	3.16227766016838
3.548133892335756	4.466835921509634	3.981071705534974
4.466835921509634	5.623413251903492	5.011872336272724
5.623413251903492	7.079457843841381	6.309573444801935
7.079457843841381	8.912509381337456	7.943282347242819
8.912509381337456	11.220184543019638	10.000000000000007
11.220184543019638	14.125375446227551	12.589254117941671
14.125375446227551	17.78279410038924	15.848931924611136
17.78279410038924	22.38721138568342	19.9526231496888
22.38721138568342	28.183829312644544	25.118864315095813
28.183829312644544	35.481338923357555	31.622776601683814
35.481338923357555	44.66835921509633	39.81071705534976
