0.5 41.437105 87.113575 99.081993
1.5 12.674976 12.136862 18.137055
2.5 7.996674 3.5232434 5.6753797
3.5 5.3169694 1.4932799 3.1307103
4.5 3.6919118 0.53274108 1.963728
5.5 2.6783992 0.04615132 1.2287644
6.5 2.0334245 -0.19540741 0.78496914
7.5 1.5961075 -0.30407011 0.51984883
8.5 1.2796949 -0.35045855 0.34502495
9.5 1.053918 -0.35438651 0.24409916
10.5 0.87855227 -0.34202126 0.17085712
11.5 0.74359346 -0.32561434 0.1289474
12.5 0.63908729 -0.29730329 0.099940449
13.5 0.55158302 -0.27619615 0.082770682
14.5 0.48249725 -0.25756384 0.063043639
15.5 0.42200709 -0.2344267 0.058029829
16.5 0.37305165 -0.21562713 0.047079243
17.5 0.33071502 -0.19804804 0.034774028
18.5 0.29586304 -0.18508336 0.02912048
19.5 0.26526604 -0.17127855 0.023715373
20.5 0.23843803 -0.15691515 0.021069368
21.5 0.21590517 -0.15018592 0.017648035
22.5 0.19453255 -0.13789904 0.017627742
23.5 0.17644349 -0.12854643 0.014932078
24.5 0.16096565 -0.12009845 0.013163676
25.5 0.14715143 -0.11430772 0.012040254
26.5 0.13441394 -0.10534171 0.010951482
27.5 0.12322855 -0.099752305 0.010936853
28.5 0.11288859 -0.092309488 0.01083779
29.5 0.10395687 -0.08865969 0.0091393497
30.5 0.096019109 -0.082237887 0.0090406617
31.5 0.088360635 -0.077370367 0.0081175575
32.5 0.081493174 -0.073914003 0.0074638065
33.5 0.07528241 -0.070345439 0.0070591753
34.5 0.069611784 -0.06702818 0.0046563594
35.5 0.064692813 -0.062846873 0.004941911
36.5 0.060669139 -0.061542235 0.0060373429
37.5 0.055982366 -0.056890553 0.0035361401
38.5 0.051839393 -0.054311864 0.0046798995
39.5 0.048243142 -0.054265789 0.0063507276
40.5 0.044635704 -0.050821343 0.0047782047
41.5 0.041036949 -0.047471144 0.0045389411
42.5 0.038544203 -0.045821205 0.0035616357
43.5 0.036128287 -0.045569395 0.0047971906
44.5 0.033713619 -0.042316499 0.0039472803
45.5 0.031363265 -0.040179692 0.0042240454
46.5 0.029703787 -0.038484416 0.0045845348
47.5 0.027444057 -0.037365231 0.0036880228
48.5 0.025999934 -0.035832811 0.0031135398
49.5 0.023976251 -0.034629699 0.0037642626
