0.5 39.859826 76.115762 80.555094
1.5 13.586755 11.564558 17.432351
2.5 9.0058871 3.5205187 5.7469626
3.5 6.034195 1.5911031 3.4869432
4.5 4.1682406 0.56749162 2.2479062
5.5 3.0102978 0.03410158 1.4220344
6.5 2.2738913 -0.24686107 0.90103201
7.5 1.7767116 -0.3531428 0.59000441
8.5 1.4250386 -0.40341539 0.38889207
9.5 1.1685043 -0.39799556 0.28493781
10.5 0.97423671 -0.37913985 0.19406379
11.5 0.8236176 -0.36045016 0.14659445
12.5 0.70736294 -0.33211815 0.11222042
13.5 0.60935989 -0.30374008 0.090364377
14.5 0.53118369 -0.28025503 0.074090144
15.5 0.46549079 -0.25383874 0.06702579
16.5 0.41070318 -0.23377318 0.052954158
17.5 0.36485805 -0.21635512 0.039312669
18.5 0.32649232 -0.20225036 0.036337929
19.5 0.29226731 -0.18638859 0.02768103
20.5 0.26293784 -0.16959414 0.023236003
21.5 0.23665924 -0.16177566 0.019695181
22.5 0.21424378 -0.1475393 0.017315752
23.5 0.19451462 -0.13838561 0.017177391
24.5 0.17747249 -0.12737736 0.015188575
25.5 0.16260653 -0.12097405 0.013152773
26.5 0.14865893 -0.11290061 0.012447257
27.5 0.13568439 -0.10576875 0.011497813
28.5 0.12498486 -0.098418952 0.011717603
29.5 0.11503409 -0.094636992 0.010313059
30.5 0.10644287 -0.087783684 0.010070277
31.5 0.097934291 -0.082605825 0.0096071605
32.5 0.090332036 -0.077891133 0.0083288967
33.5 0.083186014 -0.074752386 0.0078238599
34.5 0.077053541 -0.070799508 0.0055393185
35.5 0.071675066 -0.066541705 0.0059443525
36.5 0.066536761 -0.063456111 0.0063947905
37.5 0.061764793 -0.06154847 0.0050395039
38.5 0.057276381 -0.058226978 0.0043036589
39.5 0.05328913 -0.057187449 0.0081367629
40.5 0.049686871 -0.054005005 0.0066303463
41.5 0.045713998 -0.050747349 0.0048332223
42.5 0.042902023 -0.048528598 0.0055141466
43.5 0.03948522 -0.047680167 0.0064329444
44.5 0.036883884 -0.044924337 0.0047518624
45.5 0.034708785 -0.043394321 0.0050734859
46.5 0.032427291 -0.041256348 0.0053542902
47.5 0.03017313 -0.03950662 0.0046551931
48.5 0.028562277 -0.037561533 0.0042625724
49.5 0.026785026 -0.037324894 0.0041546759
