    0.229232146755573751E+01    0.100721218846766931E+03    0.420406792945505892E+01   -0.743390274047851562E+02
    0.155697656135427120E+01    0.881769124905951287E+02    0.428273627810708302E+01   -0.742827301025390625E+02
    0.183320680138555292E+01    0.815169272503183464E+02    0.412792508321753537E+01   -0.736727142333984375E+02
    0.180046757000258073E+01    0.114776726386884462E+03    0.415452591862189724E+01   -0.726399765014648438E+02
    0.185440447709832723E+01    0.741321290969398348E+02    0.417070016822022183E+01   -0.724905776977539062E+02
    0.186636695635853078E+01    0.962079000291529098E+02    0.417938328845217733E+01   -0.723529510498046875E+02
    0.118969418085598155E+01    0.112236251578527472E+03    0.437685620773363038E+01   -0.722181930541992188E+02
    0.750006184391071917E+00    0.112514592049320925E+03    0.466706024849591916E+01   -0.721613006591796875E+02
    0.745595346685562488E+00    0.106576945782543874E+03    0.456826040628360985E+01   -0.719698333740234375E+02
    0.224503004221025426E+01    0.754708142924403091E+02    0.404381199284125792E+01   -0.719092864990234375E+02
    0.229853393664741423E+01    0.813853561345468108E+02    0.413307034459365141E+01   -0.718932647705078125E+02
    0.159327182916380816E+01    0.876035429124553104E+02    0.426944702425103984E+01   -0.718480987548828125E+02
    0.630224960883777108E+00    0.100806516830540801E+03    0.473454790458937058E+01   -0.715876312255859375E+02
    0.108736965751585890E+01    0.106486409987933328E+03    0.441382641932650888E+01   -0.702641372680664062E+02
    0.103807435504865020E+01    0.107395922477853631E+03    0.442719613536437784E+01   -0.687562484741210938E+02
    0.115911272107613339E+01    0.101316315840260273E+03    0.439082455361047597E+01   -0.698710708618164062E+02
    0.129088543543957091E+01    0.920853587107248757E+02    0.438614720803673563E+01   -0.700212173461914062E+02
    0.120524433272761122E+01    0.996208223258296357E+02    0.438443093944522388E+01   -0.705765914916992188E+02
    0.127347062223023322E+01    0.106327002312135036E+03    0.435450740014083415E+01   -0.704515991210937500E+02
    0.671292385259095514E+00    0.102519509738363666E+03    0.469479199439081540E+01   -0.677685928344726562E+02
    0.671292385259095514E+00    0.102519509738363666E+03    0.469479199439081540E+01   -0.677685928344726562E+02
    0.671292385259095514E+00    0.102519509738363666E+03    0.469479199439081540E+01   -0.677685928344726562E+02
    0.671292385259095514E+00    0.102519509738363666E+03    0.469479199439081540E+01   -0.677685928344726562E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.697634636089168203E+00    0.104206893092404187E+03    0.467182094747671428E+01   -0.672745132446289062E+02
    0.677193167389356199E+00    0.111121183703535706E+03    0.468179640226511218E+01   -0.676873474121093750E+02
    0.677193167389356199E+00    0.111121183703535706E+03    0.468179640226511218E+01   -0.676873474121093750E+02
