2 1.8069008 0.018196758 0.12743541
6 0.48795024 0.0014046055 0.020309459
10 0.22231714 -0.00074807356 0.008108762
14 0.1227552 -0.0005580237 0.0034403414
18 0.076022279 -0.0011818538 0.0033787431
22 0.049409187 0.00063986539 0.0012842227
26 0.033499914 -0.00064809673 -5.8381436e-05
30 0.023668611 -0.0004642831 0.0020235501
34 0.017302075 -0.00068397464 0.00023934881
38 0.012762511 -0.00055776881 -0.00036025109
42 0.0095305923 -0.00061130414 0.00031669848
46 0.0067307612 -0.00061176637 -9.9975966e-05
50 0.0052226594 -0.00022283951 1.9524906e-05
54 0.0041667481 -0.00024119321 0.00016137429
58 0.0031839693 -0.00017777802 0.00034839422
62 0.002294121 -0.000100779 6.5166546e-05
66 0.0018059922 5.6879859e-05 9.3219527e-05
70 0.0014599491 0.00053235847 4.2137287e-05
74 0.0010056987 0.00028257932 9.8336291e-05
78 0.00082951261 0.00036603634 0.00013384835
82 0.00062685619 -6.643404e-05 0.0002874824
86 0.00055450399 0.00023399488 0.00018859399
90 0.00077826003 -0.00013547588 -0.00025755726
94 0.00090617969 -0.00015835906 -0.00030572415
98 0.00097779528 -0.00025593685 -0.00033926383
102 0.0010551534 -3.8630865e-05 -0.00019875571
106 0.00083126436 4.620022e-05 -0.00014248751
110 0.00072631602 -0.00012879705 -0.00023532179
114 0.00039835922 -4.8788434e-05 -0.00018342212
118 0.00026910583 -3.3390926e-05 -0.00026415713
122 -3.3204228e-05 7.3745822e-06 -0.00015244761
126 -4.6661965e-05 7.7546119e-05 -0.00032237643
130 -0.00025947957 5.0820553e-05 -0.00017925631
134 -0.00017415767 8.7790382e-05 -9.8750456e-05
138 -0.00028542674 0.00020054354 -2.3886749e-05
142 -0.00024730738 7.6071177e-05 -7.1353428e-05
146 -0.00020480179 -3.6622944e-05 -0.00010957013
150 -0.00020997796 6.7818631e-05 -1.7199225e-05
154 -0.00014650318 -4.0230924e-05 1.3055563e-05
158 -0.00014568731 3.445998e-05 0.00014051576
162 -0.00012228408 -0.0001160853 0.00017802816
166 -0.0001097247 -6.5540272e-05 -1.1282435e-05
170 -0.00016262391 5.0421521e-05 0.00011644767
174 -0.00012522396 3.7669811e-05 -0.00020660038
178 -0.0001084247 -6.1904185e-05 -4.0163308e-05
182 -4.4115437e-05 -1.000086e-06 0.0001209581
186 -7.6871342e-05 4.0867388e-05 7.4985288e-05
190 -8.9577845e-05 3.2529521e-05 5.4955293e-05
194 -4.2667857e-05 -6.0790819e-05 -9.9358014e-05
198 -4.6926712e-05 -0.00016879025 -2.5645882e-05
