# sigma_high  v_high  chi2 
0.6 800.0 167.5769500732422 
0.7258266242464473 800.0 338.7341003417969 
0.4741733757535527 800.0 93.47857666015625 
0.6 972.1987501671922 88.60285949707031 
0.6 640.0429936437706 551.0331420898438 
0.6 892.1977352661092 92.7532730102539 
0.6 711.2722636005436 321.966552734375 
0.44264980617572514 932.2488325182659 296.7840576171875 
0.5425963058743997 847.2713901130289 92.45038604736328 
0.6303476977514826 847.2713901130289 146.3015899658203 
0.4576107789867383 847.2713901130289 124.30481719970703 
0.6071268088775171 847.2713901130289 127.55205535888672 
0.4795657639281954 847.2713901130289 105.65069580078125 
0.5425963058743997 917.1050523010148 97.13966369628906 
0.5425963058743997 777.5472902809502 135.41749572753906 
0.532798005138482 862.6211966298397 86.6633529663086 
0.49407792244130067 923.4833615342252 160.2613067626953 
0.5318382640220649 864.1272129278207 87.7116928100586 
0.5358022067867374 857.9096434332232 87.31044006347656 
0.5339729010718095 860.7780952999838 86.70531463623047 
0.5942565486122372 862.6211966298397 105.4089126586914 
0.47293929367122073 862.6211966298397 122.09198760986328 
0.532798005138482 929.3357843172839 114.76482391357422 
0.532798005138482 795.4399093696982 112.04045104980469 
0.5419178079697422 866.5793198310666 86.37554168701172 
0.5388473799629 865.24852667261 86.45796966552734 
0.5578341113490355 873.4511628234822 87.00981903076172 
0.5498658780936154 870.0162090154583 85.98162078857422 
0.5573750141683241 873.2535245718974 87.12499237060547 
0.5536183750146756 871.6350990501619 86.9244155883789 
0.55174158782064 870.8257099247735 86.30873107910156 
0.5469746422365296 868.7672741125039 86.09412384033203 
0.5488543485814465 869.5794183889739 86.02523040771484 
0.5512832947078898 870.6279779201861 86.10557556152344 
0.6052128525303115 870.0162090154583 107.1900863647461 
0.4954817995221343 870.0162090154583 107.03649139404297 
0.5498658780936154 930.2688309875707 98.40913391113281 
0.5498658780936154 809.1578648053113 114.36341094970703 
0.5708927679287376 882.8074497214164 88.30712127685547 
0.5542189088464278 872.672877336258 86.32332611083984 
0.5498658780936154 870.0162090154583 85.98162078857422 
0.6052128525303115 870.0162090154583 107.1900863647461 
0.4954817995221343 870.0162090154583 107.03649139404297 
0.5498658780936154 930.2688309875707 98.40913391113281 
0.5498658780936154 809.1578648053113 114.36341094970703 
0.5608921203509241 870.0162090154583 88.77837371826172 
0.5388782110014478 870.0162090154583 86.71966552734375 
0.5520683116345386 870.0162090154583 86.73279571533203 
0.5476649876542876 870.0162090154583 85.26930236816406 
0.5498658780936154 882.1741555458349 85.00747680664062 
0.5498658780936154 857.8339747037446 91.3099365234375 
0.5498658780936154 872.4502139626534 85.40861511230469 
0.5498658780936154 867.5812324626877 86.40795135498047 
0.6052128525303115 930.2688309875707 83.32649230957031 
