2.597416383671727225e+00 9.603990365156066522e-01
1.997787201082465769e+00 4.202909992078316392e-01
1.569254656888751542e+00 1.553737335366312533e-01
1.275152233671484669e+00 -2.571933688824439360e-02
1.034572658274418577e+00 -1.189899664466547158e-01
8.730077260583947174e-01 -1.714008635087629073e-01
7.287428604334048599e-01 -1.723787976387350651e-01
6.242105226842962207e-01 -2.085230894824685599e-01
5.376330457209566038e-01 -1.834275412943876249e-01
4.665740783002553793e-01 -1.790125407509266797e-01
4.116675470972537276e-01 -1.670661496167544779e-01
3.636102504431174554e-01 -1.666838394492533570e-01
3.269443539556329270e-01 -1.576979781474305842e-01
2.883447913588746969e-01 -1.445239656653810600e-01
2.574615969003620775e-01 -1.387355688787995367e-01
2.350293996085378034e-01 -1.389126878064807225e-01
2.147184551154250054e-01 -1.266557391880656913e-01
1.912063194510047193e-01 -1.201183549761800917e-01
1.759401348678852062e-01 -1.108724407361268149e-01
1.585936475382776767e-01 -1.063528952598019883e-01
