# sigma_high  v_high  chi2 
0.30000000000000004 100.0003814696053 375.4526009891499 
0.7280705237524915 100.0003814696053 423.5310361646802 
0.04331388960098692 100.0003814696053 310.15568010294186 
0.30000000000000004 160.0475902931098 157.1542316515467 
0.30000000000000004 159.49055320992701 159.01717249044367 
0.04331388960098692 100.0003814696053 310.15568010294186 
1.1334059325233545 100.0003814696053 421.23546858284504 
0.0544829916655023 100.0003814696053 312.904044263699 
1.8064817197682714e-08 100.0003814696053 318.9112977139936 
1.9406710349763783 100.0003814696053 420.9119763701933 
0.9746052336710591 100.0003814696053 420.52971003059605 
0.3944972014712963 100.0003814696053 397.57903135354496 
0.17915010056190306 100.0003814696053 342.1538348684635 
0.10027130561998421 100.0003814696053 325.44596889958984 
0.06895271165608141 100.0003814696053 314.86299541604495 
0.0003172532376953807 100.0003814696053 317.2281088208299 
0.4107811203012912 100.0003814696053 401.22882761370954 
0.060595378282504164 100.0003814696053 313.2302438704211 
0.04331388960098692 160.0475902931098 92.121532306137 
0.04331388960098692 159.49055320992701 94.0386945551464 
0.04331388960098692 160.0475902931098 92.121532306137 
0.04331388960098692 435.08510778157233 1365.941474761292 
0.04331388960098692 228.52493693320386 53.01353599913395 
0.04331388960098692 250.58012586017145 88.58866865202847 
0.04331388960098692 202.71572040890808 43.25190068224494 
0.4107811203012912 202.71572040890808 103.52722812702706 
0.060595378282504164 202.71572040890808 43.19202391194045 
0.04331388960098692 250.33227658871405 87.66053513657415 
0.04331388960098692 161.49061613497946 91.84526918135737 
0.0003890605612367759 203.72781378812374 43.82161331559018 
0.009729088218637605 203.2030356647159 43.39419064518911 
0.04331388960098692 202.71572040890808 43.25190068224494 
0.4369335129536369 202.71572040890808 115.67173864436708 
0.07204437246391227 202.71572040890808 43.245135994781165 
0.04331388960098692 256.5561553158634 102.92124940863484 
0.04331388960098692 156.94552864659556 100.88021246466812 
0.0913930880176077 202.71572040890808 42.28223969202678 
0.01276278948371612 202.71572040890808 43.523643477391644 
0.05155113067348971 202.71572040890808 43.2783566733178 
0.035778802614683025 202.71572040890808 43.94727269208347 
0.04331388960098692 212.9736933364997 43.18004763703145 
0.04331388960098692 192.78272328281247 46.28253115894455 
0.04331388960098692 204.74239854148675 43.48057538462331 
0.04331388960098692 200.7020447837582 43.277358617311904 
0.4369335129536369 256.5561553158634 48.41458275374939 
0.03612287716347162 196.60764356602598 43.17808035574862 
0.04074037944724351 499.964026243391 2078.3299496502486 
0.009869955692795918 207.03234669682462 43.95301789902317 
0.04883427610140534 196.60764356602598 43.847209074641285 
0.3422801329188061 196.60764356602598 92.04598539309691 
0.03612287716347162 166.05011485732507 80.15250948330606 
0.03612287716347162 493.7987694484444 2015.7600843232392 
1.6893847708090184 462.8963256221275 144.0030578979297 
0.7360356404636441 459.1583954836557 86.90706924503752 
1.7052652018229044 345.7158866663232 261.8545801378083 
0.4896463758264734 289.3533061518725 42.74178042216614 
0.07336428356645286 110.5496504105383 265.0800276723678 
0.24184460152979403 420.86268871531496 706.5582947074656 
0.35728433720743213 487.8002801026674 732.6641354839394 
1.650311563033754 289.3533061518725 315.4757723554429 
0.021634745917639808 289.3533061518725 218.3425140992168 
0.4896463758264734 263.7763244559692 52.48751557235389 
0.4896463758264734 356.92990418040966 83.45897801495549 
0.018295681579296508 333.94975566080336 475.5548246280507 
