9.465412983860254093e-01 7.268486779461312552e-03
7.476895628846955688e-01 -6.446452690048999623e-02
6.045271274728130084e-01 -1.028593430975861117e-01
4.969010530209844179e-01 -1.224529762533592275e-01
4.176865687403285010e-01 -1.339559125956366892e-01
3.521330834320589576e-01 -1.318695718514085180e-01
3.013796284648687651e-01 -1.314212665278932657e-01
2.592709161862100098e-01 -1.260765242164081923e-01
2.248409686702261268e-01 -1.244659260286610919e-01
1.972961387214159923e-01 -1.144248537983479641e-01
1.731397948233733275e-01 -1.091073238299220260e-01
1.534458543148402299e-01 -1.031721617759950860e-01
1.362959418496951236e-01 -9.987318868466661670e-02
1.227268957150340345e-01 -9.225136230087008227e-02
1.097332102925974162e-01 -8.642630885927041207e-02
9.881930940698226140e-02 -8.182018679950935069e-02
8.879226041973793671e-02 -7.866124415168596062e-02
8.119425627260939970e-02 -7.375805346422466269e-02
7.302188408996379554e-02 -6.907483256751859035e-02
6.670781327431013485e-02 -6.556724791728582580e-02
