sim analy
3.370422857142857e-10 4.074855111216201e-08
3.41322187755102e-10 4.074855111216201e-08
3.319599020408163e-10 4.074855111216201e-08
3.351698285714286e-10 4.074855111216201e-08
3.4145593469387753e-10 4.074855111216201e-08
3.4232528979591836e-10 4.074855111216201e-08
3.449333551020408e-10 4.074855111216201e-08
3.331636244897959e-10 4.074855111216201e-08
3.3256176326530614e-10 4.074855111216201e-08
3.4339526530612246e-10 4.074855111216201e-08
3.3965035102040816e-10 4.074855111216201e-08
3.3496920816326533e-10 4.074855111216201e-08
